,slp40,slp65,sam
2005-12-01,1009.57,996.82,12.75
2006-01-01,1013.18,988.55,24.629999999999995
2006-02-01,1013.38,988.52,24.860000000000014
2006-03-01,1017.1,983.82,33.27999999999997
2006-04-01,1014.88,988.12,26.75999999999999
2006-05-01,1015.23,981.4,33.83000000000004
2006-06-01,1015.5,987.02,28.480000000000018
2006-07-01,1015.53,982.78,32.75
2006-08-01,1014.33,994.87,19.460000000000036
2006-09-01,1015.05,986.5,28.549999999999955
2006-10-01,1015.95,980.87,35.08000000000004
2006-11-01,1012.6,983.3,29.300000000000068
2006-12-01,1013.73,985.35,28.379999999999995
2007-01-01,1012.97,989.83,23.139999999999986
2007-02-01,1017.38,985.33,32.049999999999955
2007-03-01,1016.08,988.75,27.33000000000004
2007-04-01,1015.97,989.3,26.670000000000073
2007-05-01,1012.97,991.12,21.850000000000023
2007-06-01,1014.35,994.13,20.220000000000027
2007-07-01,1013.28,997.88,15.399999999999977
2007-08-01,1014.77,986.22,28.549999999999955
2007-09-01,1013.12,989.47,23.649999999999977
2007-10-01,1013.98,984.47,29.50999999999999
2007-11-01,1014.1,987.25,26.850000000000023
2007-12-01,1015.72,982.42,33.30000000000007
2008-01-01,1014.88,985.23,29.649999999999977
2008-02-01,1014.78,983.95,30.829999999999927
2008-03-01,1017.15,986.98,30.16999999999996
2008-04-01,1014.97,988.72,26.25
2008-05-01,1013.3,990.27,23.029999999999973
2008-06-01,1016.7,986.68,30.020000000000095
2008-07-01,1014.87,987.8,27.07000000000005
2008-08-01,1015.37,984.22,31.149999999999977
2008-09-01,1014.88,983.35,31.529999999999973
2008-10-01,1015.67,978.88,36.789999999999964
2008-11-01,1013.8,983.1,30.699999999999932
2008-12-01,1011.97,983.1,28.870000000000005
2009-01-01,1013.57,984.63,28.940000000000055
2009-02-01,1015.85,986.1,29.75
2009-03-01,1016.1,985.02,31.08000000000004
2009-04-01,1015.83,989.35,26.480000000000018
2009-05-01,1014.23,990.22,24.00999999999999
2009-06-01,1015.07,991.57,23.5
2009-07-01,1014.87,989.53,25.340000000000032
2009-08-01,1013.08,990.62,22.460000000000036
2009-09-01,1014.8,988.12,26.67999999999995
2009-10-01,1016.1,982.22,33.879999999999995
2009-11-01,1012.85,988.52,24.33000000000004
2009-12-01,1013.65,986.43,27.220000000000027
2010-01-01,1013.35,991.85,21.5
2010-02-01,1014.7,991.38,23.32000000000005
2010-03-01,1016.03,986.23,29.799999999999955
2010-04-01,1015.22,986.32,28.899999999999977
2010-05-01,1015.8,986.5,29.299999999999955
2010-06-01,1015.1,981.82,33.27999999999997
2010-07-01,1017.93,980.22,37.70999999999992
2010-08-01,1015.18,981.02,34.15999999999997
2010-09-01,1013.7,984.38,29.32000000000005
2010-10-01,1018.18,981.8,36.379999999999995
2010-11-01,1017.35,981.68,35.67000000000007
2010-12-01,1013.5,990.33,23.16999999999996
2011-01-01,1014.85,991.7,23.149999999999977
2011-02-01,1015.85,986.25,29.600000000000023
2011-03-01,1015.82,988.22,27.600000000000023
2011-04-01,1018.25,987.88,30.370000000000005
2011-05-01,1014.83,984.65,30.180000000000064
2011-06-01,1015.3,991.52,23.779999999999973
2011-07-01,1014.2,994.62,19.58000000000004
2011-08-01,1016.05,991.6,24.449999999999932
2011-09-01,1012.78,988.55,24.230000000000018
2011-10-01,1015.4,983.3,32.10000000000002
2011-11-01,1013.37,990.5,22.870000000000005
2011-12-01,1016.6,981.18,35.42000000000007
2012-01-01,1012.67,979.75,32.91999999999996
2012-02-01,1013.2,987.45,25.75
2012-03-01,1016.42,985.8,30.620000000000005
2012-04-01,1018.5,986.55,31.950000000000045
2012-05-01,1014.3,987.52,26.779999999999973
2012-06-01,1015.33,988.8,26.530000000000086
2012-07-01,1018.55,982.7,35.84999999999991
2012-08-01,1016.07,983.05,33.020000000000095
2012-09-01,1014.27,983.72,30.549999999999955
2012-10-01,1015.1,981.83,33.26999999999998
2012-11-01,1013.77,989.48,24.289999999999964
2012-12-01,1011.08,990.78,20.300000000000068
2013-01-01,1012.93,987.63,25.299999999999955
2013-02-01,1016.67,983.0,33.66999999999996
2013-03-01,1017.28,982.3,34.98000000000002
2013-04-01,1014.5,985.22,29.279999999999973
2013-05-01,1014.62,986.43,28.190000000000055
2013-06-01,1014.97,992.48,22.49000000000001
2013-07-01,1016.3,986.82,29.479999999999905
2013-08-01,1012.6,992.67,19.930000000000064
2013-09-01,1012.22,991.23,20.99000000000001
2013-10-01,1013.52,985.03,28.49000000000001
2013-11-01,1014.98,985.75,29.230000000000018
2013-12-01,1013.17,987.0,26.16999999999996
2014-01-01,1012.78,990.0,22.779999999999973
2014-02-01,1014.87,985.82,29.049999999999955
2014-03-01,1017.38,985.4,31.980000000000018
2014-04-01,1017.38,987.43,29.950000000000045
2014-05-01,1012.02,991.57,20.449999999999932
2014-06-01,1013.2,989.35,23.850000000000023
2014-07-01,1014.62,985.02,29.600000000000023
2014-08-01,1018.03,985.75,32.27999999999997
2014-09-01,1014.13,990.25,23.879999999999995
2014-10-01,1015.57,981.42,34.15000000000009
2014-11-01,1014.1,986.17,27.930000000000064
2014-12-01,1014.88,982.3,32.58000000000004
2015-01-01,1013.77,987.08,26.68999999999994
2015-02-01,1018.28,980.8,37.48000000000002
2015-03-01,1015.18,981.87,33.309999999999945
2015-04-01,1016.73,983.18,33.55000000000007
2015-05-01,1013.53,985.82,27.709999999999923
2015-06-01,1016.02,987.05,28.970000000000027
